Label,Cycle,FrameInCycle,Milliseconds,MemoryBytes,GCCollections,Timestamp
Managed + Burst,6,4,1.747,785616896,0,2025-06-13 13:37:08
Managed + Burst,6,5,1.786,806596608,0,2025-06-13 13:37:08
Managed + Burst,7,1,1.869,827576320,0,2025-06-13 13:37:08
Managed + Burst,7,2,1.868,848556032,0,2025-06-13 13:37:08
Managed + Burst,7,3,11.046,768847872,1,2025-06-13 13:37:08
Managed + Burst,7,4,1.899,789827584,0,2025-06-13 13:37:08
Managed + Burst,7,5,1.733,810807296,0,2025-06-13 13:37:08
Managed + Burst,8,1,1.887,831787008,0,2025-06-13 13:37:08
Managed + Burst,8,2,1.895,852766720,0,2025-06-13 13:37:08
Managed + Burst,8,3,1.731,873746432,0,2025-06-13 13:37:08
Managed + Burst,8,4,1.643,794038272,0,2025-06-13 13:37:08
Managed + Burst,8,5,1.569,815017984,0,2025-06-13 13:37:08
Managed + Burst,9,1,1.702,835997696,0,2025-06-13 13:37:08
Managed + Burst,9,2,1.670,856977408,0,2025-06-13 13:37:08
Managed + Burst,9,3,1.645,877957120,0,2025-06-13 13:37:08
Managed + Burst,9,4,1.585,898936832,0,2025-06-13 13:37:08
Managed + Burst,9,5,1.680,836009984,0,2025-06-13 13:37:08
Managed + Burst,10,1,1.720,856989696,0,2025-06-13 13:37:08
Managed + Burst,10,2,1.758,877969408,0,2025-06-13 13:37:08
Managed + Burst,10,3,1.698,898949120,0,2025-06-13 13:37:08
Managed + Burst,10,4,1.702,919928832,0,2025-06-13 13:37:08
Managed + Burst,10,5,1.533,940908544,0,2025-06-13 13:37:08
Managed + Burst,11,1,1.739,861200384,0,2025-06-13 13:37:08
Managed + Burst,11,2,1.755,882180096,0,2025-06-13 13:37:08
Managed + Burst,11,3,1.782,903159808,0,2025-06-13 13:37:08
Managed + Burst,11,4,2.036,924139520,0,2025-06-13 13:37:08
Managed + Burst,11,5,1.996,945119232,0,2025-06-13 13:37:08
Managed + Burst,12,1,1.964,966098944,0,2025-06-13 13:37:08
Managed + Burst,12,2,10.859,886390784,1,2025-06-13 13:37:08
Managed + Burst,12,3,1.790,907370496,0,2025-06-13 13:37:08
Managed + Burst,12,4,1.688,928350208,0,2025-06-13 13:37:08
Managed + Burst,12,5,1.883,949329920,0,2025-06-13 13:37:09
Managed + Burst,13,1,1.883,970317824,0,2025-06-13 13:37:09
Managed + Burst,13,2,1.886,991297536,0,2025-06-13 13:37:09
Managed + Burst,13,3,25.298,1012297728,0,2025-06-13 13:37:09
Managed + Burst,13,4,29.000,1033314304,0,2025-06-13 13:37:09
Managed + Burst,13,5,1.714,903168000,0,2025-06-13 13:37:09
Managed + Burst,14,1,1.655,924147712,0,2025-06-13 13:37:09
Managed + Burst,14,2,1.562,945127424,0,2025-06-13 13:37:09
Managed + Burst,14,3,1.864,966107136,0,2025-06-13 13:37:09
Managed + Burst,14,4,1.803,987086848,0,2025-06-13 13:37:09
Managed + Burst,14,5,1.676,1008066560,0,2025-06-13 13:37:09
Managed + Burst,15,1,1.678,945139712,0,2025-06-13 13:37:09
Managed + Burst,15,2,1.561,966119424,0,2025-06-13 13:37:09
Managed + Burst,15,3,1.535,987099136,0,2025-06-13 13:37:09
Managed + Burst,15,4,1.703,1008078848,0,2025-06-13 13:37:09
Managed + Burst,15,5,1.484,1029058560,0,2025-06-13 13:37:09
Managed + Burst,16,1,1.976,1050038272,0,2025-06-13 13:37:09
Managed + Burst,16,2,1.633,970330112,0,2025-06-13 13:37:09
Managed + Burst,16,3,1.614,991309824,0,2025-06-13 13:37:09
Managed + Burst,16,4,1.749,1012289536,0,2025-06-13 13:37:09
Managed + Burst,16,5,1.726,1033269248,0,2025-06-13 13:37:09
Managed + Burst,17,1,1.655,1054248960,0,2025-06-13 13:37:09
Managed + Burst,17,2,1.836,1075228672,0,2025-06-13 13:37:09
Managed + Burst,17,3,1.707,1012301824,0,2025-06-13 13:37:09
Managed + Burst,17,4,1.694,1033281536,0,2025-06-13 13:37:09
Managed + Burst,17,5,1.725,1054261248,0,2025-06-13 13:37:09
Managed + Burst,18,1,1.949,1075240960,0,2025-06-13 13:37:09
Managed + Burst,18,2,1.613,1096220672,0,2025-06-13 13:37:09
Managed + Burst,18,3,1.557,1117200384,0,2025-06-13 13:37:09
Managed + Burst,18,4,1.710,1138180096,0,2025-06-13 13:37:09
Managed + Burst,18,5,12.523,1041690624,1,2025-06-13 13:37:09
Managed + Burst,19,1,1.662,1062670336,0,2025-06-13 13:37:09
Managed + Burst,19,2,1.748,1083650048,0,2025-06-13 13:37:09
Managed + Burst,19,3,1.602,1104629760,0,2025-06-13 13:37:09
Managed + Burst,19,4,1.613,1125609472,0,2025-06-13 13:37:09
Managed + Burst,19,5,1.693,1146589184,0,2025-06-13 13:37:10
Managed + Burst,20,1,1.821,1167568896,0,2025-06-13 13:37:10
Managed + Burst,20,2,25.591,1188569088,0,2025-06-13 13:37:10
Managed + Burst,20,3,28.140,1209577472,0,2025-06-13 13:37:10
Managed + Burst,20,4,14.054,1045925888,1,2025-06-13 13:37:10
Managed + Burst,20,5,1.709,1066905600,0,2025-06-13 13:37:10
Managed + Burst,21,1,1.667,1087885312,0,2025-06-13 13:37:10
Managed + Burst,21,2,1.745,1108865024,0,2025-06-13 13:37:10
Managed + Burst,21,3,1.773,1129844736,0,2025-06-13 13:37:10
Managed + Burst,21,4,1.535,1150824448,0,2025-06-13 13:37:10
Managed + Burst,21,5,1.633,1171804160,0,2025-06-13 13:37:10
Managed + Burst,22,1,11.480,1075314688,1,2025-06-13 13:37:10
Managed + Burst,22,2,1.712,1096294400,0,2025-06-13 13:37:10
Managed + Burst,22,3,1.614,1117274112,0,2025-06-13 13:37:10
Managed + Burst,22,4,1.589,1138253824,0,2025-06-13 13:37:10
Managed + Burst,22,5,1.591,1159233536,0,2025-06-13 13:37:10
Managed + Burst,23,1,1.701,1180213248,0,2025-06-13 13:37:10
Managed + Burst,23,2,1.531,1201192960,0,2025-06-13 13:37:10
Managed + Burst,23,3,12.211,1104703488,1,2025-06-13 13:37:10
Managed + Burst,23,4,1.819,1125683200,0,2025-06-13 13:37:10
Managed + Burst,23,5,1.579,1146662912,0,2025-06-13 13:37:10
Managed + Burst,24,1,1.668,1167642624,0,2025-06-13 13:37:10
Managed + Burst,24,2,2.067,1188622336,0,2025-06-13 13:37:10
Managed + Burst,24,3,1.653,1209602048,0,2025-06-13 13:37:10
Managed + Burst,24,4,1.594,1230581760,0,2025-06-13 13:37:10
Managed + Burst,24,5,11.888,1134092288,1,2025-06-13 13:37:10
Managed + Burst,25,1,1.696,1155072000,0,2025-06-13 13:37:10
Managed + Burst,25,2,1.741,1176051712,0,2025-06-13 13:37:10
Managed + Burst,25,3,1.655,1197031424,0,2025-06-13 13:37:10
Managed + Burst,25,4,1.529,1218015232,0,2025-06-13 13:37:10
Managed + Burst,25,5,1.598,1239011328,0,2025-06-13 13:37:10
Managed + Burst,26,1,1.638,1259991040,0,2025-06-13 13:37:10
Managed + Burst,26,2,11.821,1163501568,1,2025-06-13 13:37:10
Managed + Burst,26,3,1.699,1184481280,0,2025-06-13 13:37:10
Managed + Burst,26,4,1.594,1205460992,0,2025-06-13 13:37:10
Managed + Burst,26,5,1.512,1226440704,0,2025-06-13 13:37:11
Managed + Burst,27,1,1.581,1247420416,0,2025-06-13 13:37:11
Managed + Burst,27,2,1.501,1268400128,0,2025-06-13 13:37:11
Managed + Burst,27,3,1.740,1289379840,0,2025-06-13 13:37:11
Managed + Burst,27,4,10.910,1192890368,1,2025-06-13 13:37:11
Managed + Burst,27,5,1.638,1213870080,0,2025-06-13 13:37:11
Managed + Burst,28,1,1.706,1234849792,0,2025-06-13 13:37:11
Managed + Burst,28,2,1.703,1255829504,0,2025-06-13 13:37:11
Managed + Burst,28,3,1.722,1276809216,0,2025-06-13 13:37:11
Managed + Burst,28,4,1.604,1297788928,0,2025-06-13 13:37:11
Managed + Burst,28,5,1.696,1318768640,0,2025-06-13 13:37:11
Managed + Burst,29,1,26.552,1339764736,0,2025-06-13 13:37:11
Managed + Burst,29,2,30.127,1360764928,0,2025-06-13 13:37:11
Managed + Burst,29,3,11.321,1230655488,1,2025-06-13 13:37:11
Managed + Burst,29,4,1.582,1251635200,0,2025-06-13 13:37:11
Managed + Burst,29,5,1.631,1272614912,0,2025-06-13 13:37:11
Managed + Burst,30,1,1.596,1293594624,0,2025-06-13 13:37:11
Managed + Burst,30,2,1.534,1314574336,0,2025-06-13 13:37:11
Managed + Burst,30,3,1.560,1335554048,0,2025-06-13 13:37:11
Managed + Burst,30,4,1.591,1356533760,0,2025-06-13 13:37:11
Managed + Burst,30,5,11.599,1260044288,1,2025-06-13 13:37:11
Managed + Burst,31,1,1.543,1281024000,0,2025-06-13 13:37:11
Managed + Burst,31,2,1.680,1302003712,0,2025-06-13 13:37:11
Managed + Burst,31,3,1.741,1322983424,0,2025-06-13 13:37:11
Managed + Burst,31,4,1.778,1343963136,0,2025-06-13 13:37:11
Managed + Burst,31,5,1.622,1364942848,0,2025-06-13 13:37:11
Managed + Burst,32,1,1.642,1385922560,0,2025-06-13 13:37:11
Managed + Burst,32,2,10.687,1289433088,1,2025-06-13 13:37:11
Managed + Burst,32,3,1.762,1310412800,0,2025-06-13 13:37:11
Managed + Burst,32,4,1.582,1331392512,0,2025-06-13 13:37:11
Managed + Burst,32,5,1.575,1352372224,0,2025-06-13 13:37:11
Managed + Burst,33,1,1.593,1373351936,0,2025-06-13 13:37:11
Managed + Burst,33,2,1.637,1394331648,0,2025-06-13 13:37:11
Managed + Burst,33,3,1.591,1415311360,0,2025-06-13 13:37:11
Managed + Burst,33,4,12.189,1318821888,1,2025-06-13 13:37:11
Managed + Burst,33,5,1.649,1339801600,0,2025-06-13 13:37:11
Managed + Burst,34,1,1.583,1360781312,0,2025-06-13 13:37:11
Managed + Burst,34,2,2.609,1381761024,0,2025-06-13 13:37:12
Managed + Burst,34,3,1.706,1402740736,0,2025-06-13 13:37:12
Managed + Burst,34,4,1.578,1423720448,0,2025-06-13 13:37:12
Managed + Burst,34,5,1.631,1444700160,0,2025-06-13 13:37:12
Managed + Burst,35,1,11.035,1348210688,1,2025-06-13 13:37:12
Managed + Burst,35,2,1.635,1369190400,0,2025-06-13 13:37:12
Managed + Burst,35,3,1.766,1390170112,0,2025-06-13 13:37:12
Managed + Burst,35,4,1.724,1411149824,0,2025-06-13 13:37:12
Managed + Burst,35,5,1.711,1432129536,0,2025-06-13 13:37:12
Managed + Burst,36,1,2.032,1453109248,0,2025-06-13 13:37:12
Managed + Burst,36,2,1.884,1474088960,0,2025-06-13 13:37:12
Managed + Burst,36,3,12.858,1377599488,1,2025-06-13 13:37:12
Managed + Burst,36,4,1.735,1398579200,0,2025-06-13 13:37:12
Managed + Burst,36,5,1.618,1419558912,0,2025-06-13 13:37:12
Managed + Burst,37,1,1.834,1440538624,0,2025-06-13 13:37:12
Managed + Burst,37,2,1.633,1461518336,0,2025-06-13 13:37:12
Managed + Burst,37,3,1.768,1482498048,0,2025-06-13 13:37:12
Managed + Burst,37,4,1.622,1503477760,0,2025-06-13 13:37:12
Managed + Burst,37,5,29.770,1524477952,0,2025-06-13 13:37:12
Managed + Burst,38,1,31.880,1545482240,0,2025-06-13 13:37:12
Managed + Burst,38,2,1.619,1415393280,0,2025-06-13 13:37:12
Managed + Burst,38,3,1.674,1436372992,0,2025-06-13 13:37:12
Managed + Burst,38,4,1.659,1457352704,0,2025-06-13 13:37:12
Managed + Burst,38,5,1.614,1478332416,0,2025-06-13 13:37:12
Managed + Burst,39,1,1.576,1499312128,0,2025-06-13 13:37:12
Managed + Burst,39,2,1.731,1520291840,0,2025-06-13 13:37:12
Managed + Burst,39,3,1.719,1541271552,0,2025-06-13 13:37:12
Managed + Burst,39,4,13.471,1444782080,1,2025-06-13 13:37:12
Managed + Burst,39,5,1.613,1465761792,0,2025-06-13 13:37:12
Managed + Burst,40,1,1.586,1486741504,0,2025-06-13 13:37:12
Managed + Burst,40,2,1.527,1507721216,0,2025-06-13 13:37:12
Managed + Burst,40,3,1.700,1528700928,0,2025-06-13 13:37:12
Managed + Burst,40,4,1.518,1549680640,0,2025-06-13 13:37:12
Managed + Burst,40,5,1.668,1570660352,0,2025-06-13 13:37:12
Managed + Burst,41,1,10.971,1474170880,1,2025-06-13 13:37:12
Managed + Burst,41,2,1.502,1495150592,0,2025-06-13 13:37:13
Managed + Burst,41,3,1.648,1516130304,0,2025-06-13 13:37:13
Managed + Burst,41,4,1.620,1537110016,0,2025-06-13 13:37:13
Managed + Burst,41,5,1.614,1558089728,0,2025-06-13 13:37:13
Managed + Burst,42,1,1.597,1579069440,0,2025-06-13 13:37:13
Managed + Burst,42,2,1.683,1600049152,0,2025-06-13 13:37:13
Managed + Burst,42,3,11.892,1503559680,1,2025-06-13 13:37:13
Managed + Burst,42,4,1.616,1524539392,0,2025-06-13 13:37:13
Managed + Burst,42,5,1.608,1545519104,0,2025-06-13 13:37:13
Managed + Burst,43,1,1.616,1566498816,0,2025-06-13 13:37:13
Managed + Burst,43,2,1.649,1587478528,0,2025-06-13 13:37:13
Managed + Burst,43,3,1.824,1608458240,0,2025-06-13 13:37:13
Managed + Burst,43,4,1.976,1629437952,0,2025-06-13 13:37:13
Managed + Burst,43,5,12.266,1532948480,1,2025-06-13 13:37:13
Managed + Burst,44,1,1.729,1553928192,0,2025-06-13 13:37:13
Managed + Burst,44,2,1.644,1574907904,0,2025-06-13 13:37:13
Managed + Burst,44,3,1.658,1595887616,0,2025-06-13 13:37:13
Managed + Burst,44,4,1.502,1616867328,0,2025-06-13 13:37:13
Managed + Burst,44,5,1.684,1637847040,0,2025-06-13 13:37:13
Managed + Burst,45,1,1.997,1658826752,0,2025-06-13 13:37:13
Managed + Burst,45,2,1.628,1679806464,0,2025-06-13 13:37:13
Managed + Burst,45,3,11.920,1566535680,1,2025-06-13 13:37:13
Managed + Burst,45,4,1.575,1587515392,0,2025-06-13 13:37:13
Managed + Burst,45,5,2.254,1608495104,0,2025-06-13 13:37:13
Managed + Burst,46,1,1.578,1629474816,0,2025-06-13 13:37:13
Managed + Burst,46,2,1.813,1650454528,0,2025-06-13 13:37:13
Managed + Burst,46,3,1.945,1671434240,0,2025-06-13 13:37:13
Managed + Burst,46,4,1.681,1692413952,0,2025-06-13 13:37:13
Managed + Burst,46,5,1.776,1713393664,0,2025-06-13 13:37:13
Managed + Burst,47,1,26.582,1734385664,0,2025-06-13 13:37:13
Managed + Burst,47,2,1.643,1604308992,0,2025-06-13 13:37:13
Managed + Burst,47,3,1.982,1625288704,0,2025-06-13 13:37:13
Managed + Burst,47,4,1.549,1646268416,0,2025-06-13 13:37:13
Managed + Burst,47,5,1.551,1667248128,0,2025-06-13 13:37:13
Managed + Burst,48,1,1.575,1688227840,0,2025-06-13 13:37:13
Managed + Burst,48,2,1.543,1709207552,0,2025-06-13 13:37:13
Managed + Burst,48,3,1.881,1730187264,0,2025-06-13 13:37:13
Managed + Burst,48,4,1.512,1751166976,0,2025-06-13 13:37:14
Managed + Burst,48,5,12.155,1637896192,1,2025-06-13 13:37:14
Managed + Burst,49,1,1.631,1658875904,0,2025-06-13 13:37:14
Managed + Burst,49,2,1.546,1679855616,0,2025-06-13 13:37:14
Managed + Burst,49,3,1.604,1700835328,0,2025-06-13 13:37:14
Managed + Burst,49,4,1.669,1721815040,0,2025-06-13 13:37:14
Managed + Burst,49,5,1.624,1742794752,0,2025-06-13 13:37:14
Managed + Burst,50,1,1.741,1763774464,0,2025-06-13 13:37:14
Managed + Burst,50,2,1.598,1784754176,0,2025-06-13 13:37:14
Managed + Burst,50,3,12.904,1671483392,1,2025-06-13 13:37:14
Managed + Burst,50,4,1.560,1692463104,0,2025-06-13 13:37:14
Managed + Burst,50,5,1.618,1713442816,0,2025-06-13 13:37:14
Managed + Burst,51,1,1.719,1734422528,0,2025-06-13 13:37:14
Managed + Burst,51,2,1.629,1755410432,0,2025-06-13 13:37:14
Managed + Burst,51,3,1.703,1776418816,0,2025-06-13 13:37:14
Managed + Burst,51,4,1.681,1797398528,0,2025-06-13 13:37:14
Managed + Burst,51,5,1.634,1818378240,0,2025-06-13 13:37:14
Managed + Burst,52,1,11.939,1705107456,1,2025-06-13 13:37:14
Managed + Burst,52,2,1.783,1726087168,0,2025-06-13 13:37:14
Managed + Burst,52,3,1.707,1747066880,0,2025-06-13 13:37:14
Managed + Burst,52,4,1.820,1768046592,0,2025-06-13 13:37:14
Managed + Burst,52,5,1.599,1789026304,0,2025-06-13 13:37:14
Managed + Burst,53,1,1.715,1810006016,0,2025-06-13 13:37:14
Managed + Burst,53,2,1.776,1830985728,0,2025-06-13 13:37:14
Managed + Burst,53,3,1.565,1851965440,0,2025-06-13 13:37:14
Managed + Burst,53,4,12.794,1738694656,1,2025-06-13 13:37:14
Managed + Burst,53,5,1.836,1759674368,0,2025-06-13 13:37:14
Managed + Burst,54,1,1.657,1780654080,0,2025-06-13 13:37:14
Managed + Burst,54,2,1.657,1801633792,0,2025-06-13 13:37:14
Managed + Burst,54,3,1.703,1822613504,0,2025-06-13 13:37:14
Managed + Burst,54,4,1.672,1843593216,0,2025-06-13 13:37:14
Managed + Burst,54,5,1.875,1864572928,0,2025-06-13 13:37:14
Managed + Burst,55,1,1.650,1885552640,0,2025-06-13 13:37:14
Managed + Burst,55,2,12.538,1772281856,1,2025-06-13 13:37:14
Managed + Burst,55,3,1.934,1793261568,0,2025-06-13 13:37:14
Managed + Burst,55,4,1.615,1814241280,0,2025-06-13 13:37:14
Managed + Burst,55,5,1.576,1835220992,0,2025-06-13 13:37:14
Managed + Burst,56,1,1.781,1856200704,0,2025-06-13 13:37:14
Managed + Burst,56,2,1.595,1877180416,0,2025-06-13 13:37:14
Managed + Burst,56,3,2.024,1898160128,0,2025-06-13 13:37:14
Managed + Burst,56,4,1.551,1919139840,0,2025-06-13 13:37:14
Managed + Burst,56,5,26.336,1940131840,0,2025-06-13 13:37:14
Managed + Burst,57,1,29.010,1961140224,0,2025-06-13 13:37:15
Managed + Burst,57,2,11.279,1814257664,1,2025-06-13 13:37:15
Managed + Burst,57,3,1.702,1835237376,0,2025-06-13 13:37:15
Managed + Burst,57,4,1.623,1856217088,0,2025-06-13 13:37:15
Managed + Burst,57,5,1.720,1877196800,0,2025-06-13 13:37:15
Managed + Burst,58,1,1.663,1898176512,0,2025-06-13 13:37:15
Managed + Burst,58,2,1.571,1919156224,0,2025-06-13 13:37:15
Managed + Burst,58,3,1.712,1940135936,0,2025-06-13 13:37:15
Managed + Burst,58,4,1.530,1961115648,0,2025-06-13 13:37:15
Managed + Burst,58,5,11.572,1847844864,1,2025-06-13 13:37:15
Managed + Burst,59,1,1.598,1868824576,0,2025-06-13 13:37:15
Managed + Burst,59,2,1.678,1889804288,0,2025-06-13 13:37:15
Managed + Burst,59,3,1.721,1910784000,0,2025-06-13 13:37:15
Managed + Burst,59,4,1.545,1931763712,0,2025-06-13 13:37:15
Managed + Burst,59,5,1.585,1952743424,0,2025-06-13 13:37:15
Managed + Burst,60,1,1.860,1973723136,0,2025-06-13 13:37:15
Managed + Burst,60,2,1.584,1994702848,0,2025-06-13 13:37:15
Managed + Burst,60,3,13.119,1881432064,1,2025-06-13 13:37:15
Managed + Burst,60,4,1.523,1902411776,0,2025-06-13 13:37:15
Managed + Burst,60,5,1.655,1923391488,0,2025-06-13 13:37:15
Managed + Burst,61,1,1.615,1944371200,0,2025-06-13 13:37:15
Managed + Burst,61,2,1.671,1965350912,0,2025-06-13 13:37:15
Managed + Burst,61,3,1.616,1986330624,0,2025-06-13 13:37:15
Managed + Burst,61,4,1.553,2007310336,0,2025-06-13 13:37:15
Managed + Burst,61,5,1.709,2028290048,0,2025-06-13 13:37:15
Managed + Burst,62,1,11.999,1915019264,1,2025-06-13 13:37:15
Managed + Burst,62,2,1.657,1935998976,0,2025-06-13 13:37:15
Managed + Burst,62,3,1.620,1956978688,0,2025-06-13 13:37:15
Managed + Burst,62,4,1.646,1977958400,0,2025-06-13 13:37:15
Managed + Burst,62,5,1.719,1998938112,0,2025-06-13 13:37:15
Managed + Burst,63,1,1.890,2019917824,0,2025-06-13 13:37:15
Managed + Burst,63,2,1.877,2040897536,0,2025-06-13 13:37:15
Managed + Burst,63,3,1.641,2061877248,0,2025-06-13 13:37:15
Managed + Burst,63,4,13.383,1948606464,1,2025-06-13 13:37:15
Managed + Burst,63,5,1.544,1969586176,0,2025-06-13 13:37:15
Managed + Burst,64,1,1.554,1990565888,0,2025-06-13 13:37:15
Managed + Burst,64,2,1.673,2011545600,0,2025-06-13 13:37:15
Managed + Burst,64,3,1.636,2032525312,0,2025-06-13 13:37:15
Managed + Burst,64,4,1.747,2053505024,0,2025-06-13 13:37:16
Managed + Burst,64,5,1.600,2074484736,0,2025-06-13 13:37:16
Managed + Burst,65,1,1.740,2095464448,0,2025-06-13 13:37:16
Managed + Burst,65,2,11.015,1982193664,1,2025-06-13 13:37:16
Managed + Burst,65,3,1.658,2003173376,0,2025-06-13 13:37:16
Managed + Burst,65,4,1.534,2024153088,0,2025-06-13 13:37:16
Managed + Burst,65,5,1.598,2045132800,0,2025-06-13 13:37:16
Managed + Burst,66,1,1.669,2066112512,0,2025-06-13 13:37:16
Managed + Burst,66,2,1.717,2087092224,0,2025-06-13 13:37:16
Managed + Burst,66,3,1.577,2108071936,0,2025-06-13 13:37:16
Managed + Burst,66,4,1.764,2129051648,0,2025-06-13 13:37:16
Managed + Burst,66,5,26.343,2150047744,0,2025-06-13 13:37:16
Managed + Burst,67,1,28.922,2171052032,0,2025-06-13 13:37:16
Managed + Burst,67,2,1.513,2024185856,0,2025-06-13 13:37:16
Managed + Burst,67,3,1.640,2045165568,0,2025-06-13 13:37:16
Managed + Burst,67,4,1.693,2066145280,0,2025-06-13 13:37:16
Managed + Burst,67,5,1.530,2087124992,0,2025-06-13 13:37:16
Managed + Burst,68,1,1.562,2108104704,0,2025-06-13 13:37:16
Managed + Burst,68,2,1.702,2129084416,0,2025-06-13 13:37:16
Managed + Burst,68,3,1.639,2150064128,0,2025-06-13 13:37:16
Managed + Burst,68,4,2.035,2171043840,0,2025-06-13 13:37:16
Managed + Burst,68,5,1.605,2192023552,0,2025-06-13 13:37:16
Managed + Burst,69,1,12.502,2061971456,1,2025-06-13 13:37:16
Managed + Burst,69,2,1.638,2082951168,0,2025-06-13 13:37:16
Managed + Burst,69,3,1.595,2103930880,0,2025-06-13 13:37:16
Managed + Burst,69,4,1.587,2124910592,0,2025-06-13 13:37:16
Managed + Burst,69,5,1.701,2145890304,0,2025-06-13 13:37:16
Managed + Burst,70,1,1.489,2166870016,0,2025-06-13 13:37:16
Managed + Burst,70,2,1.616,2187849728,0,2025-06-13 13:37:16
Managed + Burst,70,3,1.624,2208829440,0,2025-06-13 13:37:16
Managed + Burst,70,4,1.899,2229809152,0,2025-06-13 13:37:16
Managed + Burst,70,5,13.562,2099757056,1,2025-06-13 13:37:16
Managed + Burst,71,1,1.760,2120736768,0,2025-06-13 13:37:16
Managed + Burst,71,2,1.958,2141716480,0,2025-06-13 13:37:16
Managed + Burst,71,3,2.133,2162696192,0,2025-06-13 13:37:16
Managed + Burst,71,4,1.862,2183675904,0,2025-06-13 13:37:16
Managed + Burst,71,5,1.764,2204655616,0,2025-06-13 13:37:16
Managed + Burst,72,1,1.639,2225635328,0,2025-06-13 13:37:16
Managed + Burst,72,2,1.668,2246615040,0,2025-06-13 13:37:17
Managed + Burst,72,3,1.772,2267594752,0,2025-06-13 13:37:17
Managed + Burst,72,4,11.769,2137542656,1,2025-06-13 13:37:17
Managed + Burst,72,5,1.585,2158522368,0,2025-06-13 13:37:17
Managed + Burst,73,1,1.620,2179502080,0,2025-06-13 13:37:17
Managed + Burst,73,2,1.546,2200481792,0,2025-06-13 13:37:17
Managed + Burst,73,3,1.586,2221461504,0,2025-06-13 13:37:17
Managed + Burst,73,4,1.685,2242441216,0,2025-06-13 13:37:17
Managed + Burst,73,5,2.016,2263420928,0,2025-06-13 13:37:17
Managed + Burst,74,1,1.691,2284400640,0,2025-06-13 13:37:17
Managed + Burst,74,2,1.778,2305380352,0,2025-06-13 13:37:17
Managed + Burst,74,3,11.759,2175328256,1,2025-06-13 13:37:17
Managed + Burst,74,4,1.876,2196307968,0,2025-06-13 13:37:17
Managed + Burst,74,5,1.818,2217287680,0,2025-06-13 13:37:17
Managed + Burst,75,1,1.554,2238267392,0,2025-06-13 13:37:17
Managed + Burst,75,2,1.652,2259247104,0,2025-06-13 13:37:17
Managed + Burst,75,3,1.587,2280226816,0,2025-06-13 13:37:17
Managed + Burst,75,4,1.642,2301206528,0,2025-06-13 13:37:17
Managed + Burst,75,5,1.678,2322186240,0,2025-06-13 13:37:17
Managed + Burst,76,1,1.721,2343165952,0,2025-06-13 13:37:17
Managed + Burst,76,2,12.188,2213113856,1,2025-06-13 13:37:17
Managed + Burst,76,3,1.802,2234093568,0,2025-06-13 13:37:17
Managed + Burst,76,4,1.585,2255073280,0,2025-06-13 13:37:17
Managed + Burst,76,5,1.762,2276052992,0,2025-06-13 13:37:17
Managed + Burst,77,1,1.605,2297032704,0,2025-06-13 13:37:17
Managed + Burst,77,2,1.830,2318012416,0,2025-06-13 13:37:17
Managed + Burst,77,3,1.723,2338992128,0,2025-06-13 13:37:17
Managed + Burst,77,4,2.152,2359971840,0,2025-06-13 13:37:17
Managed + Burst,77,5,1.903,2380951552,0,2025-06-13 13:37:17
Managed + Burst,78,1,29.539,2401943552,0,2025-06-13 13:37:17
Managed + Burst,78,2,28.485,2422947840,0,2025-06-13 13:37:17
Managed + Burst,78,3,1.660,2259296256,0,2025-06-13 13:37:17
Managed + Burst,78,4,1.653,2280275968,0,2025-06-13 13:37:17
Managed + Burst,78,5,1.651,2301255680,0,2025-06-13 13:37:17
Managed + Burst,79,1,1.764,2322235392,0,2025-06-13 13:37:18
Managed + Burst,79,2,1.799,2343215104,0,2025-06-13 13:37:18
Managed + Burst,79,3,1.909,2364194816,0,2025-06-13 13:37:18
Managed + Burst,79,4,1.716,2385174528,0,2025-06-13 13:37:18
Managed + Burst,79,5,1.791,2406154240,0,2025-06-13 13:37:18
Managed + Burst,80,1,1.900,2427133952,0,2025-06-13 13:37:18
Managed + Burst,80,2,11.192,2297081856,1,2025-06-13 13:37:18
Managed + Burst,80,3,1.832,2318061568,0,2025-06-13 13:37:18
Managed + Burst,80,4,1.753,2339041280,0,2025-06-13 13:37:18
Managed + Burst,80,5,2.025,2360020992,0,2025-06-13 13:37:18
Managed + Burst,81,1,1.772,2381000704,0,2025-06-13 13:37:18
Managed + Burst,81,2,1.592,2401980416,0,2025-06-13 13:37:18
Managed + Burst,81,3,1.627,2422960128,0,2025-06-13 13:37:18
Managed + Burst,81,4,1.623,2443939840,0,2025-06-13 13:37:18
Managed + Burst,81,5,1.621,2464919552,0,2025-06-13 13:37:18
Managed + Burst,82,1,14.334,2334867456,1,2025-06-13 13:37:18
Managed + Burst,82,2,1.585,2355847168,0,2025-06-13 13:37:18
Managed + Burst,82,3,1.577,2376826880,0,2025-06-13 13:37:18
Managed + Burst,82,4,1.596,2397806592,0,2025-06-13 13:37:18
Managed + Burst,82,5,1.638,2418786304,0,2025-06-13 13:37:18
Managed + Burst,83,1,1.646,2439766016,0,2025-06-13 13:37:18
Managed + Burst,83,2,1.701,2460745728,0,2025-06-13 13:37:18
Managed + Burst,83,3,1.600,2481725440,0,2025-06-13 13:37:18
Managed + Burst,83,4,1.776,2502705152,0,2025-06-13 13:37:18
Managed + Burst,83,5,12.688,2372653056,1,2025-06-13 13:37:18
Managed + Burst,84,1,1.640,2393632768,0,2025-06-13 13:37:18
